,YearStart,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Age(months),Sex,Race/Ethnicity
178,2018,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,11.1,11.1,,,Asian/Pacific Islander
179,2018,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.7,12.7,,,Non-Hispanic White
180,2018,NV,Nevada,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.4,14.4,36 - 47,,
181,2018,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.7,8.7,18 - 23,,
182,2018,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,,,,Asian/Pacific Islander
183,2018,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,10.4,10.4,,,Asian/Pacific Islander
184,2018,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,20.2,20.2,,,
185,2018,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,10.5,10.5,,,Non-Hispanic White
186,2018,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.7,13.7,,,Non-Hispanic Black
187,2018,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.8,9.8,,,
188,2018,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.6,12.6,,Female,
189,2018,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.5,9.5,,,Non-Hispanic White
190,2018,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,11.8,11.8,,Male,
191,2018,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.7,11.7,36 - 47,,
192,2018,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.5,15.5,,Female,
193,2018,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.2,14.2,36 - 47,,
194,2018,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7,7,,,Asian/Pacific Islander
195,2018,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.5,11.5,,,
196,2018,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.8,14.8,,,Non-Hispanic Black
197,2018,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.9,13.9,24 - 35,,
198,2018,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,9.7,9.7,,,Asian/Pacific Islander
199,2018,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,14.5,14.5,12 - 17,,
200,2018,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.9,15.9,,,Hispanic
201,2018,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.3,11.3,,,Asian/Pacific Islander
202,2018,IN,Indiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.9,11.9,,,Asian/Pacific Islander
203,2018,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.6,14.6,,Female,
204,2018,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.9,14.9,,,Non-Hispanic White
205,2018,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.5,16.5,,Male,
206,2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.4,13.4,18 - 23,,
207,2018,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.4,13.4,,,American Indian/Alaska Native
208,2018,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.3,15.3,48 - 59,,
209,2018,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.8,12.8,12 - 17,,
210,2018,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.7,12.7,,,Hispanic
211,2018,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.6,16.6,,Male,
212,2018,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,19.9,19.9,48 - 59,,
213,2018,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,,,,American Indian/Alaska Native
214,2018,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.4,10.4,,,Hispanic
215,2018,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.4,11.4,,,
216,2018,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.8,12.8,24 - 35,,
217,2018,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.7,13.7,,,
218,2018,MT,Montana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.6,12.6,,,Hispanic
219,2018,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.1,16.1,,,Non-Hispanic Black
220,2018,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,,,,Hispanic
221,2018,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.5,11.5,24 - 35,,
222,2018,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.7,12.7,,,
223,2018,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.7,10.7,,,
224,2018,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.8,15.8,,,
225,2018,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,14.4,14.4,18 - 23,,
226,2018,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.4,11.4,,,Non-Hispanic Black
227,2018,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.1,11.1,,,Hispanic
228,2018,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,14.1,14.1,,,
229,2018,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,21.6,21.6,,,American Indian/Alaska Native
230,2018,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,17.5,17.5,48 - 59,,
231,2018,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.7,14.7,,Male,
232,2018,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.9,15.9,,,
233,2018,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.7,11.7,,,
234,2018,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,18.9,18.9,,,American Indian/Alaska Native
235,2018,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.6,11.6,,,Hispanic
236,2018,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.8,10.8,,,Non-Hispanic Black
237,2018,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.8,16.8,48 - 59,,
238,2018,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,6.8,6.8,12 - 17,,
239,2018,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10,10,,,Asian/Pacific Islander
240,2018,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11,11,,,Asian/Pacific Islander
241,2018,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,21.2,21.2,,Male,
242,2018,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.8,13.8,,Female,
243,2018,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.7,17.7,,Female,
244,2018,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.7,13.7,12 - 17,,
245,2018,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.1,13.1,,,Non-Hispanic Black
246,2018,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.3,12.3,,Male,
247,2018,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.1,14.1,,Male,
248,2018,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.3,16.3,,,
249,2018,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3.9,3.9,,,Asian/Pacific Islander
250,2018,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.4,11.4,,Female,
251,2018,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,16.6,16.6,,,Non-Hispanic Black
252,2018,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.6,14.6,36 - 47,,
253,2018,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16,16,48 - 59,,
254,2018,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.2,18.2,48 - 59,,
255,2018,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.4,16.4,,Male,
256,2018,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16,16,,Female,
257,2018,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.1,17.1,,Male,
258,2018,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.6,12.6,,Female,
259,2018,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.2,15.2,12 - 17,,
260,2018,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.1,12.1,,,Non-Hispanic White
261,2018,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.3,12.3,,Female,
262,2018,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.8,13.8,,,
263,2018,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.2,9.2,,,Non-Hispanic Black
264,2018,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.2,12.2,24 - 35,,
265,2018,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.6,9.6,,,Non-Hispanic Black
266,2018,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.5,17.5,36 - 47,,
267,2018,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,14.4,14.4,18 - 23,,
268,2018,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.3,13.3,,,Asian/Pacific Islander
269,2018,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.9,10.9,12 - 17,,
270,2018,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.9,13.9,36 - 47,,
271,2018,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.4,16.4,,,Hispanic
272,2018,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.6,13.6,,,Non-Hispanic White
273,2018,UT,Utah,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.1,12.1,36 - 47,,
274,2018,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.6,8.6,,,Asian/Pacific Islander
